Cluster Name,Job Name,Spend Time (s),AVG CPU (%),MAX CPU (%),Total vCPU Usage (s),AVG Memory Rate (%),MAX Memory Rate (%),Total Memory Usage (Byte),Network IO (Byte),Pending Executor,Running Executor
mid-cluster-3,job_1,184,22.8923,29.5533,134789.8624,7.1245,21.9038,22206650163.2,243250104.9557,6,8
mid-cluster-3,job_2,274,37.0545,53.4741,324893.856,16.4098,24.0658,42067781120.0,93064300.1695,0,8
mid-cluster-3,job_3,214,44.8971,53.85,307455.3408,15.8947,23.1997,37508139534.6286,1231011458.8899,0,8
mid-cluster-3,job_4,1390,60.2745,71.8855,2681009.76,21.264,25.346,48601386103.1172,180723845.2932,0,8
