Cluster Name,Job Name,Spend Time (s),AVG CPU (%),MAX CPU (%),Total vCPU Usage (s),AVG Memory Rate (%),MAX Memory Rate (%),Total Memory Usage (Byte),Network IO (Byte),Pending Executor,Running Executor
mid-cluster-1,job_1,214,32.3226,39.519,55336.2912,12.4359,24.8316,9695122490.5143,150893808.4254,0,2
mid-cluster-1,job_2,696,55.5413,69.9121,309253.9584,22.7048,25.4544,13583520853.0782,35688918.7318,0,2
mid-cluster-1,job_3,666,51.4889,58.0841,274332.8592,23.262,27.3913,12747727033.0254,364130962.8445,0,2
mid-cluster-1,job_4,5286,65.1607,76.3293,2755515.6816,26.0886,27.4031,14752619800.5803,46169738.4854,0,2
